0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   -683013.4554   0.0019   0.0076   0.0305   0.1221   0.4883   1.9533   7.8131   31.2526   125.0103   500.0026   2000.0000   -683013.4554   -751314.8009   -826446.2810   -751314.8009   -683013.4554   150.0000   2150.0000   200.0000   200.0000   -683013.4554   -751314.8009   -683013.4554   2250.0000   2350.0000   2550.0000   2500.0000   2300.0000   0.0000   
0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   -683013.4554   -751314.8009   -683013.4554   0.0019   0.0000   0.0306   0.1222   0.4889   1.9557   7.8228   31.2910   125.0103   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   2100.0000   2150.0000   -683013.4554   -751314.8009   -826446.2810   -751314.8009   -683013.4554   2400.0000   2050.0000   300.0000   1900.0000   0.0000   
0.0000   0.0000   0.0000   0.0000   0.0000   -683013.4554   -751314.8009   -826446.2810   -751314.8009   -683013.4554   0.0019   0.0078   0.0312   0.1246   0.4985   1.9941   7.9766   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -1000000.0000   -909090.9091   -826446.2810   -751314.8009   -683013.4554   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   2000.0000   550.0000   500.0000   0.0000   
0.0000   0.0000   0.0000   0.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   0.0025   0.0102   0.0408   0.1631   0.6523   2.6094   3.0556   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -1000000.0000   -909090.9091   -826446.2810   -751314.8009   -683013.4554   600.0000   -7450.0000   0.0000   
0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   -1000000.0000   -1592104.3645   -826446.2810   -751314.8009   -683013.4554   0.0000   0.0102   0.0408   0.0000   3.1133   10.3914   11.7531   -683013.4554   -751314.8009   0.0000   0.0000   0.0000   0.0000   2000.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   1600.0000   100.0000   0.0000   0.0000   
0.0000   0.0000   0.0000   0.0000   -683013.4554   -751314.8009   -826446.2810   -1592104.3645   -1577761.0819   -1434328.2563   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   10.6220   41.1077   -453.1020   -958.9786   -683013.4554   0.0000   0.0000   -500.0000   0.0000   0.0000   0.0000   0.0000   -751314.8009   -826446.2810   -751314.8009   -683013.4554   2600.0000   1600.0000   300.0000   -100.0000   0.0000   
0.0000   0.0000   0.0000   0.0000   0.0000   -683013.4554   -1434328.2563   -1577761.0819   -1577761.0819   -1434328.2563   0.0000   0.0573   0.2290   0.9160   3.6640   14.1983   42.0303   164.3162   -312.4366   -2335.9216   -3958.9804   0.0000   -4000.0000   -8500.0000   -1500.0000   -500.0000   2350.0000   0.0000   0.0000   -751314.8009   -683013.4554   2000.0000   1600.0000   1250.0000   -450.0000   -8400.0000   0.0000   
0.0000   0.0000   0.0000   0.0001   0.0000   -683013.4554   -1434328.2563   -1577761.0819   -1592104.3645   -826446.2810   0.0000   -683013.4554   0.9156   3.6622   14.6489   56.7646   168.0069   657.2361   250.2465   -1843.6884   -9550.0000   -10100.0000   -2050.0000   -1950.0000   500.0000   2100.0000   2500.0000   2600.0000   0.0000   0.0000   2250.0000   1850.0000   250.0000   -3750.0000   -3450.0000   -4100.0000   0.0000   
0.0000   0.0000   0.0002   0.0006   -683013.4554   -751314.8009   -826446.2810   -1592104.3645   -1000000.0000   -909090.9091   -826446.2810   -751314.8009   -683013.4554   5.0354   20.1417   73.2427   250.0000   2400.0000   2050.0000   150.0000   -1350.0000   -1750.0000   -400.0000   1750.0000   2250.0000   400.0000   2950.0000   2600.0000   2600.0000   0.0000   0.0000   0.0000   -100.0000   -9700.0000   -9850.0000   -650.0000   0.0000   
0.0000   0.0002   0.0006   0.0024   0.0006   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   4.4346   17.7383   70.9534   254.5167   532.3792   2550.0000   2300.0000   1900.0000   1800.0000   1700.0000   1850.0000   2300.0000   2900.0000   2950.0000   2900.0000   3000.0000   2800.0000   2150.0000   2000.0000   0.0000   -900.0000   -2450.0000   -1850.0000   -550.0000   0.0000   
0.0000   0.0008   0.0024   0.0095   0.0024   0.0006   0.0000   0.0000   -826446.2810   -751314.8009   -683013.4554   2.5660   10.2639   41.0557   164.2227   539.7034   600.0000   2750.0000   2900.0000   2800.0000   2650.0000   2500.0000   0.0000   2750.0000   2900.0000   2900.0000   3000.0000   3000.0000   3000.0000   2400.0000   600.0000   250.0000   -2700.0000   -750.0000   -350.0000   -450.0000   0.0000   
0.0000   0.0030   0.0097   0.0382   0.0095   0.0024   0.0006   -683013.4554   -1434328.2563   -683013.4554   0.0000   0.0000   0.0000   156.7483   626.9932   2300.0000   2650.0000   2900.0000   2800.0000   2800.0000   0.0000   0.0000   0.0000   2750.0000   2900.0000   3000.0000   3000.0000   3000.0000   3000.0000   2400.0000   950.0000   -7200.0000   200.0000   250.0000   -7100.0000   600.0000   0.0000   
0.0000   0.0120   0.0388   0.1527   0.0000   0.0095   0.0024   -683013.4554   -1434328.2563   -683013.4554   0.0000   0.0000   0.0000   156.3746   625.4983   2400.0000   2600.0000   2900.0000   2950.0000   900.0000   2700.0000   2550.0000   2750.0000   2900.0000   3000.0000   3000.0000   3000.0000   3000.0000   3000.0000   2500.0000   900.0000   850.0000   250.0000   300.0000   850.0000   550.0000   0.0000   
0.0000   0.0482   0.1551   0.6110   0.1527   0.0382   -683013.4554   -751314.8009   -826446.2810   -751314.8009   -683013.4554   0.0000   0.0000   0.0000   0.0000   0.0000   2600.0000   2700.0000   2900.0000   2950.0000   2800.0000   2900.0000   2900.0000   3000.0000   3000.0000   3000.0000   3000.0000   3000.0000   3000.0000   2500.0000   2300.0000   2350.0000   0.0000   1950.0000   2200.0000   2150.0000   0.0000   
0.0000   0.1926   0.6204   2.4439   0.0000   0.0000   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   7.8125   31.2500   125.0000   0.0000   400.0000   2600.0000   2700.0000   2900.0000   3000.0000   3000.0000   3000.0000   3000.0000   3000.0000   2900.0000   2900.0000   3000.0000   3000.0000   2900.0000   2950.0000   2800.0000   2850.0000   2900.0000   2900.0000   2550.0000   0.0000   
0.0000   0.7706   0.0000   9.7756   0.0000   0.0000   0.0000   -909090.9091   -1000000.0000   -909090.9091   -826446.2810   -751314.8009   -683013.4554   0.0000   500.0000   0.0000   0.0000   0.0000   2600.0000   2700.0000   2900.0000   3000.0000   3000.0000   3000.0000   2800.0000   2750.0000   2750.0000   2800.0000   2800.0000   2850.0000   1000.0000   2850.0000   2750.0000   2900.0000   2800.0000   2600.0000   0.0000   
0.0000   3.0823   9.9258   39.1026   156.2600   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   450.0000   300.0000   2250.0000   2200.0000   2400.0000   0.0000   0.0000   2500.0000   2650.0000   2900.0000   2900.0000   2800.0000   2600.0000   0.0000   0.0000   2500.0000   2550.0000   2650.0000   2650.0000   2850.0000   1000.0000   2850.0000   2750.0000   650.0000   0.0000   
0.0000   3.1738   3.0823   0.0000   625.0025   625.0006   -683013.4554   -751314.8009   -826446.2810   -751314.8009   -683013.4554   2500.0000   2350.0000   2350.0000   -200.0000   671.8750   1850.0000   1900.0000   0.0000   0.0000   0.0000   2650.0000   2750.0000   2650.0000   1164.0625   437.5000   0.0000   0.0000   0.0000   0.0000   2500.0000   2700.0000   2950.0000   2900.0000   2800.0000   2600.0000   0.0000   
0.0000   12.2375   0.0000   664.0626   2400.0000   2350.0000   2400.0000   -683013.4554   -751314.8009   -683013.4554   2500.0000   2600.0000   2750.0000   1582.0312   203.1250   -1062.5000   500.0000   450.0000   150.0000   2550.0000   550.0000   2800.0000   800.0000   2500.0000   906.2500   812.5000   671.8750   167.9688   -683013.4554   0.0000   0.0000   2650.0000   2800.0000   3000.0000   2900.0000   2550.0000   0.0000   
0.0000   48.8358   -304.6856   281.2505   1850.0000   2050.0000   2450.0000   2400.0000   -683013.4554   500.0000   2150.0000   2300.0000   2300.0000   2000.0000   671.8750   -1796.8750   -8050.0000   100.0000   1650.0000   2200.0000   2850.0000   2700.0000   2650.0000   2700.0000   650.0000   2300.0000   2150.0000   -683013.4554   -751314.8009   -683013.4554   0.0000   2000.0000   2200.0000   2400.0000   2400.0000   2150.0000   0.0000   
0.0000   -487.7911   -1000.0000   -1718.7499   -250.0000   0.0000   0.0000   1900.0000   1950.0000   1750.0000   300.0000   950.0000   800.0000   2050.0000   2000.0000   -917.9688   -1800.0000   -2500.0000   150.0000   2400.0000   2800.0000   2650.0000   2600.0000   700.0000   2500.0000   2300.0000   -683013.4554   -751314.8009   -826446.2810   -751314.8009   0.0000   0.0000   500.0000   750.0000   800.0000   2150.0000   0.0000   
0.0000   -500.0000   -350.0000   -3335.9375   -9850.0000   -2343.7500   0.0000   -500.0000   700.0000   100.0000   450.0000   -7100.0000   700.0000   1000.0000   1850.0000   1500.0000   -1500.0000   -9000.0000   -350.0000   1800.0000   2350.0000   0.0000   0.0000   2350.0000   2200.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   0.0000   -1550.0000   -7350.0000   750.0000   2050.0000   0.0000   
0.0000   1700.0000   -100.0000   -10000.0000   -3375.0000   -1875.0000   0.0000   450.0000   -7200.0000   450.0000   300.0000   750.0000   550.0000   0.0000   2500.0000   2000.0000   100.0000   -1450.0000   -1150.0000   400.0000   2300.0000   2600.0000   0.0000   0.0000   0.0000   0.0000   -826446.2810   -909090.9091   -1000000.0000   -909090.9091   -826446.2810   0.0000   0.0000   650.0000   600.0000   2150.0000   0.0000   
0.0000   1950.0000   -1800.0000   200.0000   -150.0000   1350.0000   0.0000   450.0000   850.0000   400.0000   1900.0000   2150.0000   2150.0000   0.0000   0.0000   2000.0000   -450.0000   200.0000   -7700.0000   450.0000   2400.0000   2800.0000   2650.0000   2400.0000   2300.0000   0.0000   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   0.0000   1450.0000   -300.0000   1750.0000   1550.0000   0.0000   
0.0000   50.0000   2300.0000   2100.0000   2250.0000   150.0000   0.0000   2250.0000   2300.0000   2400.0000   2350.0000   850.0000   2650.0000   2400.0000   0.0000   2250.0000   100.0000   450.0000   800.0000   800.0000   2500.0000   2900.0000   2750.0000   650.0000   2400.0000   0.0000   -683013.4554   -751314.8009   -826446.2810   -751314.8009   -683013.4554   0.0000   1450.0000   250.0000   750.0000   550.0000   0.0000   
0.0000   2600.0000   2700.0000   3000.0000   2800.0000   2750.0000   2750.0000   2900.0000   3000.0000   2900.0000   2750.0000   900.0000   2650.0000   2550.0000   0.0000   0.0000   0.0000   1950.0000   100.0000   2350.0000   2300.0000   2800.0000   2750.0000   800.0000   2500.0000   0.0000   0.0000   -683013.4554   -751314.8009   -683013.4554   -1900.0000   0.0000   50.0000   250.0000   -7200.0000   500.0000   0.0000   
0.0000   2550.0000   2900.0000   2900.0000   2350.0000   2250.0000   2200.0000   2400.0000   2400.0000   2900.0000   2850.0000   850.0000   2850.0000   2500.0000   2350.0000   0.0000   0.0000   0.0000   2450.0000   2450.0000   2650.0000   2650.0000   2750.0000   750.0000   2750.0000   2650.0000   2550.0000   2500.0000   -683013.4554   1150.0000   -2150.0000   -8000.0000   -350.0000   -300.0000   700.0000   300.0000   0.0000   
0.0000   2650.0000   2800.0000   2750.0000   450.0000   -1150.0000   700.0000   550.0000   2250.0000   2800.0000   2800.0000   2850.0000   2600.0000   2600.0000   -683013.4554   -751314.8009   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   2550.0000   2600.0000   2800.0000   2900.0000   2900.0000   2800.0000   2550.0000   1400.0000   -3600.0000   -1550.0000   -1950.0000   1250.0000   150.0000   50.0000   0.0000   
0.0000   2650.0000   2800.0000   2850.0000   2150.0000   700.0000   -7250.0000   0.0000   0.0000   2500.0000   2650.0000   2500.0000   2600.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   2000.0000   0.0000   2500.0000   750.0000   2850.0000   2800.0000   2900.0000   2700.0000   2500.0000   -683013.4554   -2200.0000   -8100.0000   -1650.0000   1650.0000   2600.0000   500.0000   0.0000   
0.0000   2550.0000   2850.0000   1000.0000   2350.0000   700.0000   250.0000   0.0000   0.0000   0.0000   0.0000   2350.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -1000000.0000   -909090.9091   -826446.2810   -751314.8009   -683013.4554   0.0000   2500.0000   850.0000   2750.0000   2650.0000   2550.0000   2500.0000   -683013.4554   -751314.8009   -683013.4554   350.0000   550.0000   2400.0000   2700.0000   2500.0000   0.0000   
0.0000   2650.0000   2800.0000   2950.0000   2400.0000   2500.0000   1900.0000   200.0000   -900.0000   -2200.0000   0.0000   0.0000   0.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   450.0000   2400.0000   2650.0000   2650.0000   2750.0000   0.0000   0.0000   0.0000   -751314.8009   -826446.2810   -751314.8009   -683013.4554   2000.0000   2200.0000   2900.0000   2550.0000   0.0000   
0.0000   2650.0000   2900.0000   2900.0000   3000.0000   3000.0000   2400.0000   950.0000   -8200.0000   -3400.0000   -9900.0000   -1500.0000   1350.0000   2450.0000   -683013.4554   -751314.8009   -826446.2810   -751314.8009   -683013.4554   2450.0000   550.0000   2200.0000   400.0000   2250.0000   2100.0000   1850.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   2600.0000   2700.0000   2650.0000   0.0000   
0.0000   2650.0000   2900.0000   3000.0000   3000.0000   3000.0000   2500.0000   900.0000   -150.0000   -3250.0000   -9650.0000   -1350.0000   1750.0000   200.0000   2050.0000   -683013.4554   -751314.8009   -683013.4554   1600.0000   1500.0000   2350.0000   1800.0000   850.0000   750.0000   750.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -1000000.0000   -909090.9091   -826446.2810   -751314.8009   -683013.4554   2750.0000   2550.0000   0.0000   
0.0000   2550.0000   2800.0000   2900.0000   2900.0000   2900.0000   2400.0000   2400.0000   1300.0000   -200.0000   -250.0000   300.0000   1800.0000   2350.0000   400.0000   -50.0000   -683013.4554   -550.0000   -1600.0000   350.0000   700.0000   1800.0000   750.0000   -7100.0000   650.0000   1900.0000   -683013.4554   -751314.8009   -826446.2810   -909090.9091   -826446.2810   -751314.8009   -683013.4554   2500.0000   2600.0000   2550.0000   0.0000   
0.0000   2400.0000   2550.0000   2650.0000   2650.0000   2650.0000   2650.0000   2650.0000   2150.0000   2150.0000   2050.0000   2150.0000   2150.0000   1950.0000   600.0000   -8150.0000   -1600.0000   -8750.0000   -1450.0000   -7950.0000   600.0000   1550.0000   550.0000   600.0000   550.0000   1850.0000   2250.0000   -683013.4554   -751314.8009   -826446.2810   -751314.8009   -683013.4554   2250.0000   2350.0000   2550.0000   2400.0000   0.0000   
0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   

